--- Relatorio Consolidado de Monstros ---
Total de spawns encontrados: 2827
--------------------------------------------------
Map: //brasilis | ID: 2081 | Name: Strange Hydra
Map: ecl_tdun01 | ID: 23546 | Name: Ceneris
Map: ecl_tdun01 | ID: 23547 | Name: Scriptus
Map: ecl_tdun01 | ID: 2365 | Name: Cenere
Map: ecl_tdun01 | ID: 2366 | Name: Antique Book
Map: ecl_tdun01 | ID: 2367 | Name: Blue Lichtern
Map: ecl_tdun01 | ID: 2368 | Name: Yellow Lichtern
Map: ecl_tdun02 | ID: 23546 | Name: Ceneris
Map: ecl_tdun02 | ID: 23547 | Name: Scriptus
Map: ecl_tdun02 | ID: 2365 | Name: Cenere
Map: ecl_tdun02 | ID: 2366 | Name: Antique Book
Map: ecl_tdun02 | ID: 2368 | Name: Yellow Lichtern
Map: ecl_tdun02 | ID: 2369 | Name: Red Lichtern
Map: ecl_tdun03 | ID: 23547 | Name: Scriptus
Map: ecl_tdun03 | ID: 23552 | Name: Fidelis
Map: ecl_tdun03 | ID: 2366 | Name: Antique Book
Map: ecl_tdun03 | ID: 2368 | Name: Yellow Lichtern
Map: ecl_tdun03 | ID: 2370 | Name: Green Lichtern
Map: ecl_tdun03 | ID: 2371 | Name: Faithful Manager
Map: ein_dun01 | ID: 1616 | Name: Pitman
Map: ein_dun01 | ID: 1617 | Name: Old Stove
Map: ein_dun01 | ID: 1618 | Name: Ungoliant
Map: ein_dun01 | ID: 1619 | Name: Porcellio
Map: ein_dun01 | ID: 1620 | Name: Noxious
Map: ein_dun01 | ID: 1621 | Name: Venomous
Map: ein_dun01 | ID: 22824 | Name: Trenchor
Map: ein_dun01 | ID: 22825 | Name: Cinderion
Map: ein_dun01 | ID: 22826 | Name: Telcar
Map: ein_dun01 | ID: 22827 | Name: Armadilux
Map: ein_dun01 | ID: 22828 | Name: Corrodia
Map: ein_dun01 | ID: 22829 | Name: Serpensol
Map: ein_dun02 | ID: 1614 | Name: Mineral
Map: ein_dun02 | ID: 1615 | Name: Obsidian
Map: ein_dun02 | ID: 1617 | Name: Old Stove
Map: ein_dun02 | ID: 1622 | Name: Teddy Bear
Map: ein_dun02 | ID: 1623 | Name: RSX-0806
Map: ein_dun02 | ID: 22822 | Name: Crystos
Map: ein_dun02 | ID: 22823 | Name: Voidian
Map: ein_dun02 | ID: 22825 | Name: Cinderion
Map: ein_dun02 | ID: 22830 | Name: Stitchen
Map: ein_fild03 | ID: 1080 | Name: Green Plant
Map: ein_fild03 | ID: 1081 | Name: Yellow Plant
Map: ein_fild03 | ID: 1616 | Name: Pitman
Map: ein_fild03 | ID: 1620 | Name: Noxious
Map: ein_fild03 | ID: 1621 | Name: Venomous
Map: ein_fild03 | ID: 1622 | Name: Teddy Bear
Map: ein_fild03 | ID: 22824 | Name: Trenchor
Map: ein_fild03 | ID: 22828 | Name: Corrodia
Map: ein_fild03 | ID: 22829 | Name: Serpensol
Map: ein_fild03 | ID: 22830 | Name: Stitchen
Map: ein_fild04 | ID: 1078 | Name: Red Plant
Map: ein_fild04 | ID: 1080 | Name: Green Plant
Map: ein_fild04 | ID: 1081 | Name: Yellow Plant
Map: ein_fild04 | ID: 1378 | Name: Demon Pungus
Map: ein_fild04 | ID: 1616 | Name: Pitman
Map: ein_fild04 | ID: 1620 | Name: Noxious
Map: ein_fild04 | ID: 1621 | Name: Venomous
Map: ein_fild04 | ID: 1622 | Name: Teddy Bear
Map: ein_fild04 | ID: 22591 | Name: Sporeus
Map: ein_fild04 | ID: 22824 | Name: Trenchor
Map: ein_fild04 | ID: 22828 | Name: Corrodia
Map: ein_fild04 | ID: 22829 | Name: Serpensol
Map: ein_fild04 | ID: 22830 | Name: Stitchen
Map: ein_fild05 | ID: 1378 | Name: Demon Pungus
Map: ein_fild05 | ID: 1616 | Name: Pitman
Map: ein_fild05 | ID: 1620 | Name: Noxious
Map: ein_fild05 | ID: 1621 | Name: Venomous
Map: ein_fild05 | ID: 1622 | Name: Teddy Bear
Map: ein_fild05 | ID: 22591 | Name: Sporeus
Map: ein_fild05 | ID: 22824 | Name: Trenchor
Map: ein_fild05 | ID: 22828 | Name: Corrodia
Map: ein_fild05 | ID: 22829 | Name: Serpensol
Map: ein_fild05 | ID: 22830 | Name: Stitchen
Map: ein_fild06 | ID: 1078 | Name: Red Plant
Map: ein_fild06 | ID: 1081 | Name: Yellow Plant
Map: ein_fild06 | ID: 1613 | Name: Metaling
Map: ein_fild06 | ID: 1628 | Name: Holden
Map: ein_fild06 | ID: 22821 | Name: Ferrix
Map: ein_fild06 | ID: 22836 | Name: Holdor
Map: ein_fild07 | ID: 1078 | Name: Red Plant
Map: ein_fild07 | ID: 1081 | Name: Yellow Plant
Map: ein_fild07 | ID: 1085 | Name: Red Mushroom
Map: ein_fild07 | ID: 1613 | Name: Metaling
Map: ein_fild07 | ID: 1618 | Name: Ungoliant
Map: ein_fild07 | ID: 1619 | Name: Porcellio
Map: ein_fild07 | ID: 1628 | Name: Holden
Map: ein_fild07 | ID: 22821 | Name: Ferrix
Map: ein_fild07 | ID: 22826 | Name: Telcar
Map: ein_fild07 | ID: 22827 | Name: Armadilux
Map: ein_fild07 | ID: 22836 | Name: Holdor
Map: ein_fild08 | ID: 1078 | Name: Red Plant
Map: ein_fild08 | ID: 1081 | Name: Yellow Plant
Map: ein_fild08 | ID: 1085 | Name: Red Mushroom
Map: ein_fild08 | ID: 1613 | Name: Metaling
Map: ein_fild08 | ID: 1619 | Name: Porcellio
Map: ein_fild08 | ID: 22821 | Name: Ferrix
Map: ein_fild08 | ID: 22827 | Name: Armadilux
Map: ein_fild09 | ID: 1078 | Name: Red Plant
Map: ein_fild09 | ID: 1081 | Name: Yellow Plant
Map: ein_fild09 | ID: 1085 | Name: Red Mushroom
Map: ein_fild09 | ID: 1613 | Name: Metaling
Map: ein_fild09 | ID: 1619 | Name: Porcellio
Map: ein_fild09 | ID: 22821 | Name: Ferrix
Map: ein_fild09 | ID: 22827 | Name: Armadilux
Map: gef_dun00 | ID: 1031 | Name: Poporing
Map: gef_dun00 | ID: 1035 | Name: Hunter Fly
Map: gef_dun00 | ID: 1077 | Name: Poison Spore
Map: gef_dun00 | ID: 1078 | Name: Red Plant
Map: gef_dun00 | ID: 1080 | Name: Green Plant
Map: gef_dun00 | ID: 1081 | Name: Yellow Plant
Map: gef_dun00 | ID: 1083 | Name: Shining Plant
Map: gef_dun00 | ID: 1084 | Name: Black Mushroom
Map: gef_dun00 | ID: 22264 | Name: Poxus
Map: gef_dun00 | ID: 22268 | Name: Sanguivor
Map: gef_dun00 | ID: 22308 | Name: Toxifume
Map: gef_dun01 | ID: 1015 | Name: Zombie
Map: gef_dun01 | ID: 1036 | Name: Ghoul
Map: gef_dun01 | ID: 1061 | Name: Nightmare
Map: gef_dun01 | ID: 1079 | Name: Blue Plant
Map: gef_dun01 | ID: 1082 | Name: White Plant
Map: gef_dun01 | ID: 1084 | Name: Black Mushroom
Map: gef_dun01 | ID: 1111 | Name: Drainliar
Map: gef_dun01 | ID: 1130 | Name: Jakk
Map: gef_dun01 | ID: 1389 | Name: Dracula
Map: gef_dun01 | ID: 22252 | Name: Zomarin
Map: gef_dun01 | ID: 22269 | Name: Gholast
Map: gef_dun01 | ID: 22293 | Name: Phantasma
Map: gef_dun01 | ID: 22342 | Name: Siphylos
Map: gef_dun01 | ID: 22361 | Name: Jakkar
Map: gef_dun02 | ID: 1035 | Name: Hunter Fly
Map: gef_dun02 | ID: 1036 | Name: Ghoul
Map: gef_dun02 | ID: 1046 | Name: Doppelganger
Map: gef_dun02 | ID: 1061 | Name: Nightmare
Map: gef_dun02 | ID: 1082 | Name: White Plant
Map: gef_dun02 | ID: 1083 | Name: Shining Plant
Map: gef_dun02 | ID: 1109 | Name: Deviruchi
Map: gef_dun02 | ID: 1143 | Name: Marionette
Map: gef_dun02 | ID: 1179 | Name: Whisper
Map: gef_dun02 | ID: 22268 | Name: Sanguivor
Map: gef_dun02 | ID: 22269 | Name: Gholast
Map: gef_dun02 | ID: 22293 | Name: Phantasma
Map: gef_dun02 | ID: 22340 | Name: Rucifer
Map: gef_dun02 | ID: 22374 | Name: Marinetta
Map: gef_dun02 | ID: 22406 | Name: Wispra
Map: gef_dun03 | ID: 1082 | Name: White Plant
Map: gef_dun03 | ID: 1083 | Name: Shining Plant
Map: gef_dun03 | ID: 1192 | Name: Wraith
Map: gef_dun03 | ID: 1263 | Name: Wind Ghost
Map: gef_dun03 | ID: 1626 | Name: Hellion Revenant
Map: gef_dun03 | ID: 22477 | Name: Aeroctus
Map: gef_fild00 | ID: 1002 | Name: Poring
Map: gef_fild00 | ID: 1007 | Name: Fabre
Map: gef_fild00 | ID: 1011 | Name: Chonchon
Map: gef_fild00 | ID: 1079 | Name: Blue Plant
Map: gef_fild00 | ID: 1080 | Name: Green Plant
Map: gef_fild00 | ID: 22241 | Name: Porion
Map: gef_fild00 | ID: 22244 | Name: Fabron
Map: gef_fild00 | ID: 22248 | Name: Chonix
Map: gef_fild01 | ID: 1012 | Name: Roda Frog
Map: gef_fild01 | ID: 1080 | Name: Green Plant
Map: gef_fild01 | ID: 1089 | Name: Toad
Map: gef_fild01 | ID: 1094 | Name: Ambernite
Map: gef_fild01 | ID: 22249 | Name: Rodagon
Map: gef_fild01 | ID: 22325 | Name: Ambroxide
Map: gef_fild02 | ID: 1031 | Name: Poporing
Map: gef_fild02 | ID: 1033 | Name: Elder Willow
Map: gef_fild02 | ID: 1079 | Name: Blue Plant
Map: gef_fild02 | ID: 1080 | Name: Green Plant
Map: gef_fild02 | ID: 1083 | Name: Shining Plant
Map: gef_fild02 | ID: 1085 | Name: Red Mushroom
Map: gef_fild02 | ID: 1104 | Name: Coco
Map: gef_fild02 | ID: 1128 | Name: Horn
Map: gef_fild02 | ID: 22264 | Name: Poxus
Map: gef_fild02 | ID: 22266 | Name: Arborealith
Map: gef_fild02 | ID: 22335 | Name: Cocovus
Map: gef_fild02 | ID: 22359 | Name: Hordis
Map: gef_fild03 | ID: 1023 | Name: Orc Warrior
Map: gef_fild03 | ID: 1080 | Name: Green Plant
Map: gef_fild03 | ID: 1087 | Name: Orc Hero
Map: gef_fild03 | ID: 1273 | Name: Orc Lady
Map: gef_fild03 | ID: 1686 | Name: Orc Baby
Map: gef_fild03 | ID: 22257 | Name: Warok
Map: gef_fild03 | ID: 22487 | Name: Orkina
Map: gef_fild03 | ID: 22894 | Name: Orctos
Map: gef_fild04 | ID: 1007 | Name: Fabre
Map: gef_fild04 | ID: 1011 | Name: Chonchon
Map: gef_fild04 | ID: 1020 | Name: Mandragora
Map: gef_fild04 | ID: 1063 | Name: Lunatic
Map: gef_fild04 | ID: 1080 | Name: Green Plant
Map: gef_fild04 | ID: 22244 | Name: Fabron
Map: gef_fild04 | ID: 22248 | Name: Chonix
Map: gef_fild04 | ID: 22295 | Name: Celestia
Map: gef_fild05 | ID: 1018 | Name: Creamy
Map: gef_fild05 | ID: 1048 | Name: Thief Bug Egg
Map: gef_fild05 | ID: 1051 | Name: Thief Bug
Map: gef_fild05 | ID: 1056 | Name: Smokie
Map: gef_fild05 | ID: 1078 | Name: Red Plant
Map: gef_fild05 | ID: 1174 | Name: Stainer
Map: gef_fild05 | ID: 22254 | Name: Cremave
Map: gef_fild05 | ID: 22283 | Name: Skulken
Map: gef_fild05 | ID: 22288 | Name: Fumajin
Map: gef_fild05 | ID: 22401 | Name: Steinar
Map: gef_fild06 | ID: 1037 | Name: Side Winder
Map: gef_fild06 | ID: 1083 | Name: Shining Plant
Map: gef_fild06 | ID: 1139 | Name: Mantis
Map: gef_fild06 | ID: 1155 | Name: Petite
Map: gef_fild06 | ID: 22270 | Name: Serpentis
Map: gef_fild06 | ID: 22370 | Name: Mantrix
Map: gef_fild06 | ID: 22386 | Name: Tytanite
Map: gef_fild07 | ID: 1002 | Name: Poring
Map: gef_fild07 | ID: 1007 | Name: Fabre
Map: gef_fild07 | ID: 1008 | Name: Pupa
Map: gef_fild07 | ID: 1011 | Name: Chonchon
Map: gef_fild07 | ID: 1079 | Name: Blue Plant
Map: gef_fild07 | ID: 1080 | Name: Green Plant
Map: gef_fild07 | ID: 1083 | Name: Shining Plant
Map: gef_fild07 | ID: 22241 | Name: Porion
Map: gef_fild07 | ID: 22244 | Name: Fabron
Map: gef_fild07 | ID: 22248 | Name: Chonix
Map: gef_fild08 | ID: 1079 | Name: Blue Plant
Map: gef_fild08 | ID: 1118 | Name: Flora
Map: gef_fild08 | ID: 1139 | Name: Mantis
Map: gef_fild08 | ID: 1156 | Name: Petite
Map: gef_fild08 | ID: 22349 | Name: Vineria
Map: gef_fild08 | ID: 22370 | Name: Mantrix
Map: gef_fild09 | ID: 1012 | Name: Roda Frog
Map: gef_fild09 | ID: 1079 | Name: Blue Plant
Map: gef_fild09 | ID: 1085 | Name: Red Mushroom
Map: gef_fild09 | ID: 1104 | Name: Coco
Map: gef_fild09 | ID: 22249 | Name: Rodagon
Map: gef_fild09 | ID: 22335 | Name: Cocovus
Map: gef_fild10 | ID: 1023 | Name: Orc Warrior
Map: gef_fild10 | ID: 1079 | Name: Blue Plant
Map: gef_fild10 | ID: 1080 | Name: Green Plant
Map: gef_fild10 | ID: 1190 | Name: Orc Lord
Map: gef_fild10 | ID: 1273 | Name: Orc Lady
Map: gef_fild10 | ID: 1686 | Name: Orc Baby
Map: gef_fild10 | ID: 22257 | Name: Warok
Map: gef_fild10 | ID: 22487 | Name: Orkina
Map: gef_fild10 | ID: 22894 | Name: Orctos
Map: gef_fild11 | ID: 1122 | Name: Goblin
Map: gef_fild11 | ID: 1123 | Name: Goblin
Map: gef_fild11 | ID: 1124 | Name: Goblin
Map: gef_fild11 | ID: 1125 | Name: Goblin
Map: gef_fild11 | ID: 1299 | Name: Goblin Leader
Map: gef_fild11 | ID: 22512 | Name: Grokkus
Map: gefenia01 | ID: 1203 | Name: Mysteltainn
Map: gefenia01 | ID: 1204 | Name: Ogretooth
Map: gefenia01 | ID: 1205 | Name: Executioner
Map: gefenia01 | ID: 1219 | Name: Abysmal Knight
Map: gefenia01 | ID: 1268 | Name: Bloody Knight
Map: gefenia01 | ID: 1292 | Name: Mini Demon
Map: gefenia01 | ID: 1370 | Name: Succubus
Map: gefenia01 | ID: 1371 | Name: False Angel
Map: gefenia01 | ID: 1374 | Name: Incubus
Map: gefenia01 | ID: 1390 | Name: Violy
Map: gefenia01 | ID: 22441 | Name: Abyslor
Map: gefenia01 | ID: 22482 | Name: Karmasin
Map: gefenia01 | ID: 22505 | Name: Malakor
Map: gefenia01 | ID: 22583 | Name: Succhara
Map: gefenia01 | ID: 22584 | Name: Malachus
Map: gefenia01 | ID: 22587 | Name: Incarnus
Map: gefenia01 | ID: 22603 | Name: Vioris
Map: gefenia02 | ID: 1203 | Name: Mysteltainn
Map: gefenia02 | ID: 1204 | Name: Ogretooth
Map: gefenia02 | ID: 1205 | Name: Executioner
Map: gefenia02 | ID: 1219 | Name: Abysmal Knight
Map: gefenia02 | ID: 1268 | Name: Bloody Knight
Map: gefenia02 | ID: 1292 | Name: Mini Demon
Map: gefenia02 | ID: 1370 | Name: Succubus
Map: gefenia02 | ID: 1371 | Name: False Angel
Map: gefenia02 | ID: 1374 | Name: Incubus
Map: gefenia02 | ID: 1390 | Name: Violy
Map: gefenia02 | ID: 22441 | Name: Abyslor
Map: gefenia02 | ID: 22482 | Name: Karmasin
Map: gefenia02 | ID: 22505 | Name: Malakor
Map: gefenia02 | ID: 22583 | Name: Succhara
Map: gefenia02 | ID: 22584 | Name: Malachus
Map: gefenia02 | ID: 22587 | Name: Incarnus
Map: gefenia02 | ID: 22603 | Name: Vioris
Map: gefenia03 | ID: 1203 | Name: Mysteltainn
Map: gefenia03 | ID: 1204 | Name: Ogretooth
Map: gefenia03 | ID: 1205 | Name: Executioner
Map: gefenia03 | ID: 1219 | Name: Abysmal Knight
Map: gefenia03 | ID: 1268 | Name: Bloody Knight
Map: gefenia03 | ID: 1292 | Name: Mini Demon
Map: gefenia03 | ID: 1370 | Name: Succubus
Map: gefenia03 | ID: 1371 | Name: False Angel
Map: gefenia03 | ID: 1374 | Name: Incubus
Map: gefenia03 | ID: 1390 | Name: Violy
Map: gefenia03 | ID: 22441 | Name: Abyslor
Map: gefenia03 | ID: 22482 | Name: Karmasin
Map: gefenia03 | ID: 22505 | Name: Malakor
Map: gefenia03 | ID: 22583 | Name: Succhara
Map: gefenia03 | ID: 22584 | Name: Malachus
Map: gefenia03 | ID: 22587 | Name: Incarnus
Map: gefenia03 | ID: 22603 | Name: Vioris
Map: gefenia04 | ID: 1203 | Name: Mysteltainn
Map: gefenia04 | ID: 1204 | Name: Ogretooth
Map: gefenia04 | ID: 1205 | Name: Executioner
Map: gefenia04 | ID: 1219 | Name: Abysmal Knight
Map: gefenia04 | ID: 1268 | Name: Bloody Knight
Map: gefenia04 | ID: 1292 | Name: Mini Demon
Map: gefenia04 | ID: 1370 | Name: Succubus
Map: gefenia04 | ID: 1371 | Name: False Angel
Map: gefenia04 | ID: 1374 | Name: Incubus
Map: gefenia04 | ID: 1390 | Name: Violy
Map: gefenia04 | ID: 22441 | Name: Abyslor
Map: gefenia04 | ID: 22482 | Name: Karmasin
Map: gefenia04 | ID: 22505 | Name: Malakor
Map: gefenia04 | ID: 22583 | Name: Succhara
Map: gefenia04 | ID: 22584 | Name: Malachus
Map: gefenia04 | ID: 22587 | Name: Incarnus
Map: gefenia04 | ID: 22603 | Name: Vioris
Map: gl_cas01 | ID: 1179 | Name: Whisper
Map: gl_cas01 | ID: 1195 | Name: Rideword
Map: gl_cas01 | ID: 1260 | Name: Dark Frame
Map: gl_cas01 | ID: 1267 | Name: Carat
Map: gl_cas01 | ID: 1275 | Name: Alice
Map: gl_cas01 | ID: 1281 | Name: Sage Worm
Map: gl_cas01 | ID: 1295 | Name: Owl Baron
Map: gl_cas01 | ID: 1320 | Name: Owl Duke
Map: gl_cas01 | ID: 22406 | Name: Wispra
Map: gl_cas01 | ID: 22420 | Name: Codexia
Map: gl_cas01 | ID: 22474 | Name: Nyxframe
Map: gl_cas01 | ID: 22481 | Name: Kryllos
Map: gl_cas01 | ID: 22489 | Name: Aelise
Map: gl_cas01 | ID: 22495 | Name: Luminarix
Map: gl_cas02 | ID: 1117 | Name: Evil Druid
Map: gl_cas02 | ID: 1132 | Name: Khalitzburg
Map: gl_cas02 | ID: 1163 | Name: Raydric
Map: gl_cas02 | ID: 1185 | Name: Whisper
Map: gl_cas02 | ID: 1191 | Name: Mimic
Map: gl_cas02 | ID: 1195 | Name: Rideword
Map: gl_cas02 | ID: 1203 | Name: Mysteltainn
Map: gl_cas02 | ID: 1204 | Name: Ogretooth
Map: gl_cas02 | ID: 1208 | Name: Wanderer
Map: gl_cas02 | ID: 1219 | Name: Abysmal Knight
Map: gl_cas02 | ID: 1275 | Name: Alice
Map: gl_cas02 | ID: 1276 | Name: Raydric Archer
Map: gl_cas02 | ID: 1283 | Name: Chimera
Map: gl_cas02 | ID: 22348 | Name: Malefor
Map: gl_cas02 | ID: 22363 | Name: Khalizent
Map: gl_cas02 | ID: 22394 | Name: Raydenn
Map: gl_cas02 | ID: 22416 | Name: Illusorym
Map: gl_cas02 | ID: 22420 | Name: Codexia
Map: gl_cas02 | ID: 22433 | Name: Vagus
Map: gl_cas02 | ID: 22441 | Name: Abyslor
Map: gl_cas02 | ID: 22489 | Name: Aelise
Map: gl_cas02 | ID: 22490 | Name: Raydrixor
Map: gl_church | ID: 1117 | Name: Evil Druid
Map: gl_church | ID: 1191 | Name: Mimic
Map: gl_church | ID: 1192 | Name: Wraith
Map: gl_church | ID: 22348 | Name: Malefor
Map: gl_church | ID: 22416 | Name: Illusorym
Map: gl_chyard | ID: 1035 | Name: Hunter Fly
Map: gl_chyard | ID: 1117 | Name: Evil Druid
Map: gl_chyard | ID: 1191 | Name: Mimic
Map: gl_chyard | ID: 1192 | Name: Wraith
Map: gl_chyard | ID: 1198 | Name: Dark Priest
Map: gl_chyard | ID: 1272 | Name: Dark Lord
Map: gl_chyard | ID: 1302 | Name: Dark Illusion
Map: gl_chyard | ID: 22268 | Name: Sanguivor
Map: gl_chyard | ID: 22348 | Name: Malefor
Map: gl_chyard | ID: 22416 | Name: Illusorym
Map: gl_chyard | ID: 22423 | Name: Malignus
Map: gl_dun01 | ID: 1194 | Name: Arclouze
Map: gl_dun01 | ID: 1207 | Name: Sting
Map: gl_dun01 | ID: 22419 | Name: Arclorax
Map: gl_dun01 | ID: 22432 | Name: Venix
Map: gl_dun02 | ID: 1253 | Name: Gargoyle
Map: gl_dun02 | ID: 1310 | Name: Majoruros
Map: gl_dun02 | ID: 22467 | Name: Garnor
Map: gl_dun02 | ID: 22523 | Name: Majurolix
Map: gl_in01 | ID: 1143 | Name: Marionette
Map: gl_in01 | ID: 1195 | Name: Rideword
Map: gl_in01 | ID: 1208 | Name: Wanderer
Map: gl_in01 | ID: 1260 | Name: Dark Frame
Map: gl_in01 | ID: 1275 | Name: Alice
Map: gl_in01 | ID: 1281 | Name: Sage Worm
Map: gl_in01 | ID: 22374 | Name: Marinetta
Map: gl_in01 | ID: 22420 | Name: Codexia
Map: gl_in01 | ID: 22433 | Name: Vagus
Map: gl_in01 | ID: 22474 | Name: Nyxframe
Map: gl_in01 | ID: 22489 | Name: Aelise
Map: gl_in01 | ID: 22495 | Name: Luminarix
Map: gl_knt01 | ID: 1084 | Name: Black Mushroom
Map: gl_knt01 | ID: 1132 | Name: Khalitzburg
Map: gl_knt01 | ID: 1163 | Name: Raydric
Map: gl_knt01 | ID: 1186 | Name: Giant Whisper
Map: gl_knt01 | ID: 1195 | Name: Rideword
Map: gl_knt01 | ID: 1219 | Name: Abysmal Knight
Map: gl_knt01 | ID: 1275 | Name: Alice
Map: gl_knt01 | ID: 1276 | Name: Raydric Archer
Map: gl_knt01 | ID: 22363 | Name: Khalizent
Map: gl_knt01 | ID: 22394 | Name: Raydenn
Map: gl_knt01 | ID: 22420 | Name: Codexia
Map: gl_knt01 | ID: 22441 | Name: Abyslor
Map: gl_knt01 | ID: 22489 | Name: Aelise
Map: gl_knt01 | ID: 22490 | Name: Raydrixor
Map: gl_knt02 | ID: 1132 | Name: Khalitzburg
Map: gl_knt02 | ID: 1163 | Name: Raydric
Map: gl_knt02 | ID: 1203 | Name: Mysteltainn
Map: gl_knt02 | ID: 1219 | Name: Abysmal Knight
Map: gl_knt02 | ID: 1268 | Name: Bloody Knight
Map: gl_knt02 | ID: 1275 | Name: Alice
Map: gl_knt02 | ID: 1276 | Name: Raydric Archer
Map: gl_knt02 | ID: 22363 | Name: Khalizent
Map: gl_knt02 | ID: 22394 | Name: Raydenn
Map: gl_knt02 | ID: 22441 | Name: Abyslor
Map: gl_knt02 | ID: 22482 | Name: Karmasin
Map: gl_knt02 | ID: 22489 | Name: Aelise
Map: gl_knt02 | ID: 22490 | Name: Raydrixor
Map: gl_prison | ID: 1035 | Name: Hunter Fly
Map: gl_prison | ID: 1197 | Name: Zombie Prisoner
Map: gl_prison | ID: 1201 | Name: Rybio
Map: gl_prison | ID: 1257 | Name: Injustice
Map: gl_prison | ID: 22268 | Name: Sanguivor
Map: gl_prison | ID: 22422 | Name: Putricage
Map: gl_prison | ID: 22426 | Name: Rybex
Map: gl_prison | ID: 22471 | Name: Doomen
Map: gl_prison1 | ID: 1035 | Name: Hunter Fly
Map: gl_prison1 | ID: 1196 | Name: Skeleton Prisoner
Map: gl_prison1 | ID: 1200 | Name: Zealotus
Map: gl_prison1 | ID: 1201 | Name: Rybio
Map: gl_prison1 | ID: 1202 | Name: Phendark
Map: gl_prison1 | ID: 1209 | Name: Cramp
Map: gl_prison1 | ID: 1257 | Name: Injustice
Map: gl_prison1 | ID: 22268 | Name: Sanguivor
Map: gl_prison1 | ID: 22421 | Name: Skelock
Map: gl_prison1 | ID: 22425 | Name: Zelatiel
Map: gl_prison1 | ID: 22426 | Name: Rybex
Map: gl_prison1 | ID: 22427 | Name: Phenomyr
Map: gl_prison1 | ID: 22434 | Name: Spasmon
Map: gl_prison1 | ID: 22471 | Name: Doomen
Map: gl_sew01 | ID: 1179 | Name: Whisper
Map: gl_sew01 | ID: 1194 | Name: Arclouze
Map: gl_sew01 | ID: 1253 | Name: Gargoyle
Map: gl_sew01 | ID: 22406 | Name: Wispra
Map: gl_sew01 | ID: 22419 | Name: Arclorax
Map: gl_sew01 | ID: 22467 | Name: Garnor
Map: gl_sew02 | ID: 1209 | Name: Cramp
Map: gl_sew02 | ID: 1253 | Name: Gargoyle
Map: gl_sew02 | ID: 22434 | Name: Spasmon
Map: gl_sew02 | ID: 22467 | Name: Garnor
Map: gl_sew03 | ID: 1207 | Name: Sting
Map: gl_sew03 | ID: 1253 | Name: Gargoyle
Map: gl_sew03 | ID: 22432 | Name: Venix
Map: gl_sew03 | ID: 22467 | Name: Garnor
Map: gl_sew04 | ID: 1111 | Name: Drainliar
Map: gl_sew04 | ID: 1206 | Name: Anolian
Map: gl_sew04 | ID: 1253 | Name: Gargoyle
Map: gl_sew04 | ID: 22342 | Name: Siphylos
Map: gl_sew04 | ID: 22431 | Name: Anodra
Map: gl_sew04 | ID: 22467 | Name: Garnor
Map: gl_step | ID: 1191 | Name: Mimic
Map: gl_step | ID: 1263 | Name: Wind Ghost
Map: gl_step | ID: 1276 | Name: Raydric Archer
Map: gl_step | ID: 22416 | Name: Illusorym
Map: gl_step | ID: 22477 | Name: Aeroctus
Map: gl_step | ID: 22490 | Name: Raydrixor
Map: glast_01 | ID: 1079 | Name: Blue Plant
Map: glast_01 | ID: 1080 | Name: Green Plant
Map: glast_01 | ID: 1083 | Name: Shining Plant
Map: glast_01 | ID: 1219 | Name: Abysmal Knight
Map: glast_01 | ID: 1253 | Name: Gargoyle
Map: glast_01 | ID: 22441 | Name: Abyslor
Map: glast_01 | ID: 22467 | Name: Garnor
Map: gon_dun01 | ID: 1078 | Name: Red Plant
Map: gon_dun01 | ID: 1081 | Name: Yellow Plant
Map: gon_dun01 | ID: 1082 | Name: White Plant
Map: gon_dun01 | ID: 1408 | Name: Bloody Butterfly
Map: gon_dun01 | ID: 1410 | Name: Enchanted Peach Tree
Map: gon_dun01 | ID: 1417 | Name: Zipper Bear
Map: gon_dun01 | ID: 22620 | Name: Crimsona
Map: gon_dun01 | ID: 22622 | Name: Aetherbloom
Map: gon_dun01 | ID: 22627 | Name: Cogmaw
Map: gon_dun02 | ID: 1081 | Name: Yellow Plant
Map: gon_dun02 | ID: 1408 | Name: Bloody Butterfly
Map: gon_dun02 | ID: 1410 | Name: Enchanted Peach Tree
Map: gon_dun02 | ID: 1412 | Name: Taoist Hermit
Map: gon_dun02 | ID: 1415 | Name: Baby Leopard
Map: gon_dun02 | ID: 22620 | Name: Crimsona
Map: gon_dun02 | ID: 22622 | Name: Aetherbloom
Map: gon_dun02 | ID: 22623 | Name: Wuzhen
Map: gon_dun02 | ID: 22625 | Name: Jaguardian
Map: gon_dun03 | ID: 1082 | Name: White Plant
Map: gon_dun03 | ID: 1412 | Name: Taoist Hermit
Map: gon_dun03 | ID: 1413 | Name: Hermit Plant
Map: gon_dun03 | ID: 1416 | Name: Evil Nymph
Map: gon_dun03 | ID: 1418 | Name: Evil Snake Lord
Map: gon_dun03 | ID: 22623 | Name: Wuzhen
Map: gon_dun03 | ID: 22624 | Name: Cryptoflora
Map: gon_dun03 | ID: 22626 | Name: Maladyn
Map: gon_fild01 | ID: 1037 | Name: Side Winder
Map: gon_fild01 | ID: 1080 | Name: Green Plant
Map: gon_fild01 | ID: 1083 | Name: Shining Plant
Map: gon_fild01 | ID: 1409 | Name: Dumpling Child
Map: gon_fild01 | ID: 1415 | Name: Baby Leopard
